Sample Status,Report Status,Date Reported,Asset ID,Unit ID,Unit Description,Asset Class,Position,Tested Lubricant,Service Level,Sample Bottle ID,Manufacturer,Alt Manufacturer,Model,Alt Model,Serial Number,Account Name,Account ID,Oil Rating,Contamination Rating,Equipment Rating,Parent Account Name,Parent Account ID,ERP Account Number,Days Since Sampled,Date Sampled,Date Registered,Date Received,Country,Laboratory,Business Lines,Fully Qualified,LIMS Sample ID,Schedule,Tested Lubricant ID,Registered Lubricant,Registered Lubricant ID,Zone,Work ID
Completed,Alert,2019-05-23T02:27:36,40695526,409,Buseton CHEVROLET  NPR 2010,Engine,,MOBIL DELVAC MX ESP 15W40,Essential,a012911825,ISUZU,,NOT LISTED,NOT,,DYC Equipos S.A.S.,253431,Alert,Alert,Alert,LUBRICANTES TECNICOS,211479,0000225736,53,2019-04-10T00:00:00,2019-04-10T18:41:44,2019-05-17T18:30:39,CO,Bogota,CVL (Commercial Vehicle Line),,BO9137265308,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-16T10:46:08,50126428,CZOCG0144,VHS CANTAGALLO 144,Hydraulic,,MOBIL DTE 10 EXCEL 46,Enhanced,b030385553,NOT LISTED,weatherford,NOT LISTED,VSH,,ECOPETROL CASABE CGO/ AUXILIAR,327120,Caution,Normal,Normal,ECOPETROL CASABE,211769,0000120501,52,2019-04-11T00:00:00,2019-04-11T16:14:12,2019-05-15T16:01:35,CO,Bogota,Industrial,,BO9135222335,IH_S,62263,MOBIL DTE 10 EXCEL 46,62263,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-20T05:45:21,50063085,267,Buseton Chevrolet NPR,Engine,FRONT,MOBIL DELVAC MX ESP 15W40,Essential,a012910465,ISUZU,,DIESEL,,,DYC Equipos S.A.S.,253431,Normal,Alert,Alert,LUBRICANTES TECNICOS,211479,0000225736,51,2019-04-12T00:00:00,2019-04-12T15:11:25,2019-05-17T18:35:40,CO,Bogota,CVL (Commercial Vehicle Line),,BO9137265316,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-20T05:45:21,40688736,903,Buseton CHEVROLET NPR 2010,Engine,,MOBIL DELVAC MX ESP 15W40,Essential,a012912912,ISUZU,,NOT LISTED,NOT,,DYC Equipos S.A.S.,253431,Normal,Alert,Caution,LUBRICANTES TECNICOS,211479,0000225736,51,2019-04-12T00:00:00,2019-04-12T15:15:24,2019-05-17T18:35:46,CO,Bogota,CVL (Commercial Vehicle Line),,BO9137265317,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-20T05:45:21,40693175,239,Buseton CHEVROLET  NPR 2008,Engine,,MOBIL DELVAC MX ESP 15W40,Essential,a012912193,ISUZU,,DIESEL,,,DYC Equipos S.A.S.,253431,Normal,Normal,Caution,LUBRICANTES TECNICOS,211479,0000225736,51,2019-04-12T00:00:00,2019-04-12T15:24:35,2019-05-17T18:35:24,CO,Bogota,CVL (Commercial Vehicle Line),,BO9137265315,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-09T04:10:44,40721123,STY588,FURGON,Engine,,MOBIL DELVAC MX ESP 15W40,Enhanced,B036844174,INTERNATIONAL HARVESTER,,DIESEL.,,,AGROSAN FLOTA / NQR,331162,Normal,Alert,Normal,AGROSAN FLOTA,253915,0000121438,51,2019-04-12T00:00:00,2019-04-12T17:07:09,2019-05-07T22:03:06,CO,Bogota,Industrial,,BO9127121315,E1_S,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-16T11:33:25,50262507,MC43017 - CAJA,COMPLEMENTARIA VCR237,Transmission,,MOBIL DELVAC 1350,Essential,a012711185,NOT LISTED,,NOT LISTED,,,UNIMETRO - COMPLEMENTARIAS,410179,Normal,Alert,Normal,UNIMETRO S.A.,220549,0000211612,53,2019-04-10T00:00:00,2019-04-12T20:20:19,2019-05-15T18:34:28,CO,Bogota,Industrial,,BO9135229328,P1_E,44074,MOBIL DELVAC 1350,44074,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-06-01T01:00:32,50638440,Desnatador tren 1,Tren 1 400-ME-0120B (H),Circulating System,,MOBIL SHC 632,Enhanced,b030784736,NOT LISTED,,NOT LISTED,,,Ecopetrol Campo Rubiales,401736,Alert,Normal,Alert,COPEC,412670,0000120501,51,2019-04-12T00:00:00,2019-04-12T21:26:30,2019-05-28T20:38:04,CO,Bogota,Industrial,,BO9148395338,ICS_S,60298,MOBIL SHC 632,60298,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-16T07:01:39,50346826,SKP250,FREIGHTLINER CULUMBIA,Engine,,MOBIL DELVAC MX ESP 15W40,Enhanced,b030654369,DETROIT DIESEL,,SERIES 60 EPA 2007,,,Tractocamiones Transportes Montejo,411955,Alert,Alert,Normal,Transportes Montejo Ltd.,410071,0000121438,51,2019-04-12T00:00:00,2019-04-12T21:30:09,2019-04-30T21:03:14,CO,Bogota,CVL (Commercial Vehicle Line),,BO9120842305,E1_S,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-06-01T01:00:32,50638438,Desnatador tren 12,Tren 12 400-ME-1220B,Circulating System,,MOBIL SHC 632,Enhanced,b030630127,NOT LISTED,,NOT LISTED,,,Ecopetrol Campo Rubiales,401736,Alert,Normal,Alert,COPEC,412670,0000120501,51,2019-04-12T00:00:00,2019-04-12T21:37:52,2019-05-28T19:42:23,CO,Bogota,Industrial,,BO9148395334,ICS_S,60298,MOBIL SHC 632,60298,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-20T05:45:21,40686842,264,Buseton CHEVROLET 2007,Engine,,MOBIL DELVAC MX ESP 15W40,Essential,a012912278,ISUZU,,NOT LISTED,NOT,,DYC Equipos S.A.S.,253431,Normal,Alert,Caution,LUBRICANTES TECNICOS,211479,0000225736,48,2019-04-15T00:00:00,2019-04-15T14:50:22,2019-05-17T18:36:45,CO,Bogota,CVL (Commercial Vehicle Line),,BO9137265325,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-16T11:33:25,50383068,MC43027,COMPLEMENTARIA VCQ940,Transmission,,MOBIL DELVAC 1350,Essential,a012947003,NOT LISTED,,NOT LISTED,,,UNIMETRO - COMPLEMENTARIAS,410179,Alert,Alert,Alert,UNIMETRO S.A.,220549,0000211612,51,2019-04-12T00:00:00,2019-04-15T16:31:15,2019-05-15T18:33:42,CO,Bogota,Industrial,,BO9135229310,P1_E,44074,MOBIL DELVAC 1350,44074,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-16T10:11:09,50079626,GCOMPREAIRE1,COMPRESOR DE AIRE #1 PLANTA COMPRESORA,Compressor,,MOBIL RARUS SHC 1025,Enhanced,b030705047,INGERSOLL RAND,,NOT LISTED,SRR UP6-30-200,,ECOPETROL CASABE CGO/ ESTACION COMPRESORA YARIGUIES,327123,Normal,Alert,Normal,ECOPETROL CASABE,211769,0000120501,48,2019-04-15T00:00:00,2019-04-15T17:55:31,2019-05-15T15:46:20,CO,Bogota,Industrial,,BO9135222301,IPS_S,60634,MOBIL RARUS SHC 1025,60634,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-16T10:11:09,50079628,GCOMPREAIRE2,COMPRESOR DE AIRE #2 PLANTA COMPRESORA,Compressor,,MOBIL RARUS SHC 1025,Enhanced,b030705478,INGERSOLL RAND,,NOT LISTED,SRR UP6-30-200,,ECOPETROL CASABE CGO/ ESTACION COMPRESORA YARIGUIES,327123,Normal,Alert,Normal,ECOPETROL CASABE,211769,0000120501,48,2019-04-15T00:00:00,2019-04-15T18:15:03,2019-05-15T15:47:57,CO,Bogota,Industrial,,BO9135222304,IPS_S,60634,MOBIL RARUS SHC 1025,60634,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Alert,2019-05-17T02:48:08,50255724,MC43034,COMPLEMENTARIA TZN172,Engine,FRONT,MOBIL DELVAC MX ESP 15W40,Essential,a012946876,MERCEDES BENZ,,NOT LISTED,ATEGO 1016,,UNIMETRO - COMPLEMENTARIAS,410179,Alert,Caution,Caution,UNIMETRO S.A.,220549,0000211612,47,2019-04-16T00:00:00,2019-04-16T21:48:36,2019-05-15T18:34:29,CO,Bogota,Industrial,,BO9135229329,E1_E,44465,MOBIL DELVAC MX ESP 15W40,44465,AMR-South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-15T09:22:34,50166207,1413,Mack,Engine,FRONT,FT-VIKING,Enhanced,b033752998,MACK,,NOT LISTED,MP8,,Chief Express-EMRE Field Test,408146,Normal,Normal,Caution,ExxonMobil Research & Engineering Signum Oil Analysis Testing,203640,3333333333,85,2019-03-09T00:00:00,2019-04-17T13:17:31,2019-05-10T14:31:13,US,Kansas City,CVL (Commercial Vehicle Line),,19130116025,XD1DV_S,99662,FT-VIKING,99662,AMR-North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-15T12:49:25,50062825,1427,2017 Western Star,Engine,FRONT,MOBIL DELVAC EXTREME 10W30,Enhanced,b033752769,DETROIT DIESEL,,NOT LISTED,DD13 GHG17,,Chief Express-EMRE Field Test,408146,Caution,Normal,Normal,ExxonMobil Research & Engineering Signum Oil Analysis Testing,203640,3333333333,64,2019-03-30T00:00:00,2019-04-17T13:22:15,2019-05-10T14:29:30,US,Kansas City,CVL (Commercial Vehicle Line),,19130116014,E1_S,44613,MOBIL DELVAC EXTREME 10W30,44613,AMR-North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-15T12:49:26,50102860,1433,Western Star,Engine,FRONT,MOBIL DELVAC EXTREME 10W30,Enhanced,b033039828,DETROIT DIESEL,,NOT LISTED,DD13 GHG17,,Chief Express-EMRE Field Test,408146,Caution,Normal,Normal,ExxonMobil Research & Engineering Signum Oil Analysis Testing,203640,3333333333,60,2019-04-03T00:00:00,2019-04-17T13:28:29,2019-05-10T14:30:30,US,Kansas City,CVL (Commercial Vehicle Line),,19130116020,E1_S,44613,MOBIL DELVAC EXTREME 10W30,44613,AMR-North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Completed,Caution,2019-05-15T12:46:55,50103125,1435,Western Star,Engine,FRONT,MOBIL DELVAC EXTREME 10W30,Enhanced,b033047549,DETROIT DIESEL,,NOT LISTED,DD13 GHG17,,Chief Express-EMRE Field Test,408146,Caution,Normal,Normal,ExxonMobil Research & Engineering Signum Oil Analysis Testing,203640,3333333333,59,2019-04-04T00:00:00,2019-04-17T13:33:17,2019-05-10T14:29:44,US,Kansas City,CVL (Commercial Vehicle Line),,19130116015,E1_S,44613,MOBIL DELVAC EXTREME 10W30,44613,AMR-North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
